120,00,00,08,00:00:00:00:10:13:04:50
B3,00,00,06,00:00:00:00:00:00:91:4A
3E,00,00,03,00:00:00:00:00:17:48:A0
B1,00,00,06,00:00:00:00:00:00:91:48
3A,00,00,07,00:00:0E:00:00:24:E0:53
B3,00,00,06,00:00:00:00:00:00:91:4A
38,00,00,07,00:C0:00:08:0E:00:00:15
B1,00,00,06,00:00:00:00:00:00:91:48
3CB,00,00,07,00:69:7D:00:62:24:22:63
B3,00,00,06,00:00:00:00:00:00:91:4A
3E,00,00,03,00:00:00:00:00:17:48:A0
B1,00,00,06,00:00:00:00:00:00:91:48
3A,00,00,07,00:00:0E:00:00:24:E0:53
591,00,00,04,00:00:00:00:25:00:00:00
38,00,00,07,00:C0:00:08:0E:00:00:15
230,00,00,07,00:9B:2B:00:00:00:00:FF
3B,00,00,05,00:00:00:00:22:00:E1:43
3A,00,00,07,00:00:0E:00:00:24:DF:52
3E,00,00,03,00:00:00:00:00:17:48:A0
22,00,00,08,01:F7:01:F9:00:00:00:1C
3C8,00,00,06,00:00:40:28:00:00:00:39
3B,00,00,05,00:00:00:00:1F:00:E0:3F
38,00,00,07,00:C0:00:08:0E:00:00:15
23,00,00,07,00:01:FF:01:EF:00:00:1A
3B,00,00,05,00:00:00:00:22:00:E0:42
3CA,00,00,05,00:00:00:00:3B:00:00:0D
3E,00,00,03,00:00:00:00:00:17:48:A0
23,00,00,07,00:01:FF:01:EF:00:00:1A
3A,00,00,07,00:00:0E:00:00:24:E0:53
3B,00,00,05,00:00:00:00:22:00:E0:42
38,00,00,07,00:C0:00:08:0E:00:00:15
3E,00,00,03,00:00:00:00:00:17:48:A0
5CC,00,00,03,00:00:00:00:00:24:01:AA
527,00,00,03,00:00:00:00:00:24:01:FF
3B,00,00,05,00:00:00:00:1F:00:E0:3F
38,00,00,07,00:C0:00:08:0E:00:00:15
3E,00,00,03,00:00:00:00:00:17:48:A0
120,00,00,08,00:00:00:00:10:13:04:50
39,00,00,04,00:00:00:00:56:02:0B:A0
3E,00,00,03,00:00:00:00:00:17:48:A0
262,00,00,04,00:00:00:00:00:01:00:69
3C8,00,00,06,00:00:40:28:00:00:00:39
30,00,00,08,84:00:00:00:00:20:00:DC
3CD,00,00,05,00:00:00:00:00:00:DF:B4
3E,00,00,03,00:00:00:00:00:17:48:A0
3B,00,00,05,00:00:00:00:22:00:E0:42
39,00,00,04,00:00:00:00:56:02:0B:A0
3B,00,00,05,00:00:00:00:21:00:E1:42
38,00,00,07,00:C0:00:08:0E:00:00:15
3A,00,00,07,00:00:0E:00:00:24:DF:52
25,00,00,08,00:95:0F:FA:78:78:78:33
38,00,00,07,00:C0:00:08:0E:00:00:15
3E,00,00,03,00:00:00:00:00:17:48:A0
120,00,00,08,00:00:00:00:10:13:04:50
39,00,00,04,00:00:00:00:56:02:0B:A0
484,00,00,05,00:00:00:00:8A:00:09:88
38,00,00,07,00:C0:00:08:0E:00:00:15
